Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
forkassn3,de.hysky.skyblocker.config.configs,MiscConfig.Info,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,DungeonsCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,EventNotificationsCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,SlayersCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,HelperCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,ChatCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,ForagingCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,MiningCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,CrimsonIsleCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,OtherLocationsCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,UIAndVisualsCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,MiscCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,GeneralCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,QuickNavigationCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.categories,FarmingCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.discord,DiscordRPCManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DECIMAL_FORMAT; LOGGER; updateTask; startTimeStamp; cycleCount
forkassn3,de.hysky.skyblocker.utils.discord,DiscordRPCManager,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.utils.config,DurationControllerWidget,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.utils.render,SkyblockerRenderLayers,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEFAULT_TRANSPARENCY; FILLED; FILLED_THROUGH_WALLS
forkassn3,de.hysky.skyblocker.utils.render,SkyblockerRenderLayers,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_TRANSPARENCY; FILLED; FILLED_THROUGH_WALLS
forkassn3,de.hysky.skyblocker.utils.render,Renderable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render,MatrixHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render.culling,ReducedWorldProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: isWaitingForServer
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen.EnterConfirmTextFieldWidget,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: onEnter
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen.EnterConfirmTextFieldWidget,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractContainerMatcher
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractContainerMatcher,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: titlePattern
forkassn3,de.hysky.skyblocker.injected,SkyblockerStack,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.events,DungeonEvents,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: PUZZLE_MATCHED; ROOM_MATCHED
forkassn3,de.hysky.skyblocker.events,DungeonEvents,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PUZZLE_MATCHED; ROOM_MATCHED
forkassn3,de.hysky.skyblocker.events,DungeonEvents,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.events,DungeonEvents.RoomMatched,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.events,SkyblockEvents,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: JOIN; LEAVE; LOCATION_CHANGE; PROFILE_CHANGE
forkassn3,de.hysky.skyblocker.events,SkyblockEvents,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: JOIN; LEAVE; LOCATION_CHANGE; PROFILE_CHANGE
forkassn3,de.hysky.skyblocker.events,SkyblockEvents.SkyblockJoin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.events,SkyblockEvents.SkyblockLeave,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.events,SkyblockEvents.SkyblockLocationChange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.events,SkyblockEvents.ProfileChange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.events,HudRenderEvents,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AFTER_MAIN_HUD; BEFORE_CHAT; LAST
forkassn3,de.hysky.skyblocker.events,HudRenderEvents.HudRenderStage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.foraging,ModernForagingIsland,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ShortcutsConfigListWidget; ShortcutsConfigScreen
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.AbstractShortcutEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.AbstractShortcutEntry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.ShortcutCategoryEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: shortcutsMap; targetName; replacementName; tooltip
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.ShortcutCategoryEntry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.ShortcutLoadingEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: text
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.ShortcutLoadingEntry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.ShortcutEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: children; category; target; replacement
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget.ShortcutEntry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; SHORTCUTS_FILE; shortcutsLoaded; commands; commandArgs
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
