Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,renderText,3,1,5,273,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,renderText,3,1,6,277,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,renderText,14,1,6,281,0,,
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,drawTranslucents,3,1,1,311,0,,
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,runOnRenderThread,16,3,1,319,0,,
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,displayInTitleContainerAndPlaySound,5,2,1,333,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,displayInTitleContainerAndPlaySound,5,2,2,345,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,playNotificationSound,5,2,0,358,0,,
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,pointIsInArea,3,1,6,364,0,,
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,drawSprite,6,2,15,368,0,,
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,drawSpriteTiled,15,5,17,374,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,renderNineSliceColored,36,5,10,390,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,renderNineSliceColored,4,1,7,429,0,de.hysky.skyblocker.utils.render.RenderHelper,de.hysky.skyblocker.utils.render.RenderHelper
forkassn3,de.hysky.skyblocker.utils.render,RenderHelper,getDeferredRenderTaskHandle,11,1,0,435,0,,
forkassn3,de.hysky.skyblocker.utils.render,FrustumUtils,getFrustum,3,1,0,10,0,,
forkassn3,de.hysky.skyblocker.utils.render,FrustumUtils,isVisible,3,1,1,14,0,de.hysky.skyblocker.utils.render.FrustumUtils,de.hysky.skyblocker.utils.render.FrustumUtils
forkassn3,de.hysky.skyblocker.utils.render,FrustumUtils,isVisible,3,1,6,18,0,de.hysky.skyblocker.utils.render.FrustumUtils,de.hysky.skyblocker.utils.render.FrustumUtils
forkassn3,de.hysky.skyblocker.utils.render,Renderable,render,0,1,1,6,0,,
forkassn3,de.hysky.skyblocker.utils.render,MatrixHelper,copyOf,3,1,1,12,0,,
forkassn3,de.hysky.skyblocker.utils.render,MatrixHelper,toStack,5,1,1,20,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,ReducedWorldProvider,isOpaqueFullCube,6,1,3,9,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,OcclusionCulling,init,4,1,0,8,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,OcclusionCulling,getRegularCuller,3,1,0,16,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,OcclusionCulling,getReducedCuller,3,1,0,20,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,OcclusionCuller,OcclusionCuller,3,1,3,20,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,OcclusionCuller,updateCameraPos,4,1,0,24,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,OcclusionCuller,isVisible,7,2,6,29,0,de.hysky.skyblocker.utils.render.culling.OcclusionCuller,de.hysky.skyblocker.utils.render.culling.OcclusionCuller
forkassn3,de.hysky.skyblocker.utils.render.culling,WorldProvider,prepareChunk,4,1,2,12,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,WorldProvider,isOpaqueFullCube,4,1,3,18,0,,
forkassn3,de.hysky.skyblocker.utils.render.culling,WorldProvider,cleanup,3,1,0,24,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,TitleContainerConfigScreen,3,1,0,31,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,TitleContainerConfigScreen,4,1,1,35,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,render,20,1,4,40,0,de.hysky.skyblocker.utils.render.title.TitleContainerConfigScreen,de.hysky.skyblocker.utils.render.title.TitleContainerConfigScreen
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,getSelectionBoundingBox,26,4,0,64,0,de.hysky.skyblocker.utils.render.title.TitleContainerConfigScreen,de.hysky.skyblocker.utils.render.title.TitleContainerConfigScreen
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,getSelectionHeight,4,1,0,89,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,getSelectionWidth,4,1,0,96,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,mouseDragged,15,2,5,103,0,de.hysky.skyblocker.utils.render.title.TitleContainerConfigScreen,de.hysky.skyblocker.utils.render.title.TitleContainerConfigScreen
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,mouseClicked,7,2,3,126,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,keyPressed,23,6,3,135,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainerConfigScreen,close,12,3,0,172,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,init,4,1,0,29,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,containsTitle,3,1,1,37,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,addTitle,7,2,1,47,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,addTitle,7,2,2,61,0,de.hysky.skyblocker.utils.render.title.TitleContainer,de.hysky.skyblocker.utils.render.title.TitleContainer
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,removeTitle,3,1,1,76,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,render,3,1,2,85,0,de.hysky.skyblocker.utils.render.title.TitleContainer,de.hysky.skyblocker.utils.render.title.TitleContainer
forkassn3,de.hysky.skyblocker.utils.render.title,TitleContainer,render,55,11,5,89,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,Title,Title,3,1,2,17,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,Title,Title,3,1,1,27,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,Title,getText,3,1,0,37,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,Title,setText,3,1,1,41,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,Title,isDefaultPos,3,1,0,45,0,,
forkassn3,de.hysky.skyblocker.utils.render.title,Title,resetPos,4,1,0,49,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,AbstractCustomHypixelGUI,4,1,3,16,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,clickSlot,8,3,2,21,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,clickSlot,3,1,1,30,0,de.hysky.skyblocker.utils.render.gui.AbstractCustomHypixelGUI,de.hysky.skyblocker.utils.render.gui.AbstractCustomHypixelGUI
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,changeHandler,5,1,1,34,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,removed,4,1,0,40,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,onSlotUpdate,4,1,3,46,0,de.hysky.skyblocker.utils.render.gui.AbstractCustomHypixelGUI,de.hysky.skyblocker.utils.render.gui.AbstractCustomHypixelGUI
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,onSlotChange,0,1,3,52,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractCustomHypixelGUI,onPropertyUpdate,2,1,3,54,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,AbstractPopupScreen,4,1,2,22,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,close,4,1,0,27,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,renderBackground,6,1,4,33,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,drawPopupBackground,3,1,5,41,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,init,4,1,0,48,0,de.hysky.skyblocker.utils.render.gui.AbstractPopupScreen,de.hysky.skyblocker.utils.render.gui.AbstractPopupScreen
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,initTabNavigation,3,1,0,54,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractPopupScreen,onDisplayed,4,1,0,59,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,SideTabButtonWidget,setIcon,3,1,1,14,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,SideTabButtonWidget,SideTabButtonWidget,5,1,4,18,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,SideTabButtonWidget,renderWidget,8,3,4,24,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,SideTabButtonWidget,onClick,4,2,2,34,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,ContainerSolver,3,1,1,15,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,isEnabled,0,1,0,19,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,getName,3,1,0,21,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,start,2,1,1,25,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,reset,2,1,0,28,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,markHighlightsDirty,3,1,0,31,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,onClickSlot,3,1,4,35,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,getColors,0,1,2,39,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolver,trimEdges,10,3,2,41,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractContainerMatcher,AbstractContainerMatcher,3,1,0,18,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractContainerMatcher,AbstractContainerMatcher,3,1,1,22,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,AbstractContainerMatcher,AbstractContainerMatcher,3,1,1,26,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,ContainerSolverManager,3,1,0,48,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,getCurrentSolver,3,1,0,66,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,init,20,2,0,70,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,onSetScreen,22,5,1,88,0,de.hysky.skyblocker.utils.render.gui.ContainerSolverManager,de.hysky.skyblocker.utils.render.gui.ContainerSolverManager
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,clearScreen,6,2,0,112,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,markDirty,3,1,0,119,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,onSlotClick,6,2,2,123,0,,
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,onDraw,12,4,2,134,0,de.hysky.skyblocker.utils.render.gui.ContainerSolverManager,de.hysky.skyblocker.utils.render.gui.ContainerSolverManager
forkassn3,de.hysky.skyblocker.utils.render.gui,ContainerSolverManager,slotMap,7,2,1,149,0,,
forkassn3,de.hysky.skyblocker.injected,SkyblockerStack,getSkyblockId,3,1,0,6,0,,
forkassn3,de.hysky.skyblocker.injected,SkyblockerStack,getSkyblockApiId,3,1,0,11,0,,
forkassn3,de.hysky.skyblocker.injected,SkyblockerStack,getNeuName,3,1,0,16,0,,
forkassn3,de.hysky.skyblocker.events,HudRenderEvents,createEventForStage,8,2,0,30,0,,
forkassn3,de.hysky.skyblocker.skyblock.foraging,ModernForagingIsland,init,2,1,0,5,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,ShortcutsConfigListWidget,18,3,6,22,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,getRowWidth,3,1,0,45,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,getScrollbarX,3,1,0,50,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,getCategory,3,1,0,55,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,setSelected,4,1,1,64,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,addShortcutAfterSelected,3,1,0,70,0,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigListWidget,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigListWidget
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,updatePositions,5,2,0,74,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,isSelectedEntry,3,1,1,80,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,removeEntry,3,1,1,85,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,hasChanges,4,1,0,90,0,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigListWidget,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigListWidget
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,saveShortcuts,5,1,0,95,0,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigListWidget,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigListWidget
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigListWidget,getNotEmptyShortcuts,3,1,0,101,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,ShortcutsConfigScreen,3,1,0,22,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,ShortcutsConfigScreen,4,1,1,26,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,setTooltip,3,1,1,31,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,init,36,3,0,36,0,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigScreen,de.hysky.skyblocker.skyblock.shortcut.ShortcutsConfigScreen
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,deleteEntry,9,3,1,71,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,render,4,1,4,81,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,close,18,4,0,87,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,ShortcutsConfigScreen,updateButtons,5,1,0,104,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,isShortcutsLoaded,3,1,0,43,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,init,6,1,0,47,0,de.hysky.skyblocker.skyblock.shortcut.Shortcuts,de.hysky.skyblocker.skyblock.shortcut.Shortcuts
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,loadShortcuts,26,2,0,54,0,de.hysky.skyblocker.skyblock.shortcut.Shortcuts,de.hysky.skyblocker.skyblock.shortcut.Shortcuts
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,registerDefaultShortcuts,19,1,0,77,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,registerMoreDefaultShortcuts,24,1,0,109,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,saveShortcuts,12,1,1,142,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,registerCommands,49,13,2,154,0,,
forkassn3,de.hysky.skyblocker.skyblock.shortcut,Shortcuts,modifyCommand,21,6,1,202,0,de.hysky.skyblocker.skyblock.shortcut.Shortcuts,de.hysky.skyblocker.skyblock.shortcut.Shortcuts
forkassn3,de.hysky.skyblocker.skyblock.mayors,JerryTimer,JerryTimer,2,1,0,17,0,,
forkassn3,de.hysky.skyblocker.skyblock.mayors,JerryTimer,init,17,5,0,19,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakeBagHelper,NewYearCakeBagHelper,3,1,0,14,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakeBagHelper,isEnabled,3,1,0,18,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakeBagHelper,getColors,9,3,2,23,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,NewYearCakesHelper,4,1,0,30,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,getCakeYear,3,1,1,35,0,de.hysky.skyblocker.skyblock.accessories.newyearcakes.NewYearCakesHelper,de.hysky.skyblocker.skyblock.accessories.newyearcakes.NewYearCakesHelper
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,getCakeYear,12,2,2,39,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,isEnabled,3,1,0,51,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,addCake,4,2,1,56,0,,
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,onChatMessage,5,2,2,61,0,de.hysky.skyblocker.skyblock.accessories.newyearcakes.NewYearCakesHelper,de.hysky.skyblocker.skyblock.accessories.newyearcakes.NewYearCakesHelper
forkassn3,de.hysky.skyblocker.skyblock.accessories.newyearcakes,NewYearCakesHelper,getColors,12,4,2,67,0,de.hysky.skyblocker.skyblock.accessories.newyearcakes.NewYearCakesHelper,de.hysky.skyblocker.skyblock.accessories.newyearcakes.NewYearCakesHelper
forkassn3,de.hysky.skyblocker.skyblock.auction,SlotClickHandler,click,0,1,2,6,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,SlotClickHandler,click,3,1,1,8,0,de.hysky.skyblocker.skyblock.auction.SlotClickHandler,de.hysky.skyblocker.skyblock.auction.SlotClickHandler
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionHouseScreenHandler,AuctionHouseScreenHandler,27,4,6,13,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionHouseScreenHandler,isEnabled,3,1,0,34,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionHouseScreenHandler,of,4,1,2,43,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionHouseScreenHandler,setStackInSlot,4,1,3,53,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,AuctionBrowserScreen,6,1,2,75,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,init,27,4,0,82,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,onResetPressed,4,1,1,120,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,drawBackground,3,1,4,125,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,render,29,8,4,130,0,de.hysky.skyblocker.skyblock.auction.AuctionBrowserScreen,de.hysky.skyblocker.skyblock.auction.AuctionBrowserScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,drawSlot,6,2,2,172,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,onMouseClick,4,2,4,180,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,mouseClicked,16,5,3,186,0,de.hysky.skyblocker.skyblock.auction.AuctionBrowserScreen,de.hysky.skyblocker.skyblock.auction.AuctionBrowserScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,onScrollbarTop,5,1,2,205,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,onScrollbarBottom,5,1,2,211,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,onSearchField,5,1,2,217,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,onSlotChange,0,27,3,223,0,de.hysky.skyblocker.skyblock.auction.AuctionBrowserScreen,de.hysky.skyblocker.skyblock.auction.AuctionBrowserScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,keyPressed,11,3,3,320,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,getOrdinal,11,4,1,333,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,parsePage,14,1,1,350,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionBrowserScreen,isClickOutsideBounds,3,1,5,364,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,EditBidPopup,6,1,4,26,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,init,20,1,0,33,0,de.hysky.skyblocker.skyblock.auction.EditBidPopup,de.hysky.skyblocker.skyblock.auction.EditBidPopup
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,renderBackground,7,2,4,55,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,isStringGood,4,1,1,64,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,buttonMinimumBid,5,2,1,69,0,de.hysky.skyblocker.skyblock.auction.EditBidPopup,de.hysky.skyblocker.skyblock.auction.EditBidPopup
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,done,11,4,1,75,0,de.hysky.skyblocker.skyblock.auction.EditBidPopup,de.hysky.skyblocker.skyblock.auction.EditBidPopup
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,sendPacket,5,1,1,86,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,close,5,2,0,97,0,de.hysky.skyblocker.skyblock.auction.EditBidPopup,de.hysky.skyblocker.skyblock.auction.EditBidPopup
forkassn3,de.hysky.skyblocker.skyblock.auction,EditBidPopup,removed,4,2,0,104,0,de.hysky.skyblocker.skyblock.auction.EditBidPopup,de.hysky.skyblocker.skyblock.auction.EditBidPopup
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,AuctionViewScreen,8,1,3,52,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,keyPressed,7,2,3,61,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,init,23,2,0,70,0,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,changeState,47,10,1,104,0,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,updateLayout,4,1,0,150,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,drawBackground,3,1,4,155,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,render,21,4,4,160,0,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,drawMouseoverTooltip,6,2,3,188,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,mouseClicked,7,2,3,196,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,onSlotChange,33,9,3,205,0,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,getPriceFromTooltip,53,16,1,242,0,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen,de.hysky.skyblocker.skyblock.auction.AuctionViewScreen
forkassn3,de.hysky.skyblocker.skyblock.auction,AuctionViewScreen,getConfirmPurchasePopup,3,1,1,294,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,SortWidget,3,1,3,10,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,Option,3,1,1,30,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,getOptionTexture,3,1,0,34,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,get,3,1,1,40,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,isVertical,3,1,0,44,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,getOffset,3,1,0,49,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,getOptionSize,3,1,0,54,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,getBackTexture,3,1,0,59,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,SortWidget,getHoverTexture,3,1,0,64,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,AuctionTypeWidget,3,1,3,10,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,Option,3,1,1,29,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,get,3,1,1,35,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,isVertical,3,1,0,39,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,getOffset,3,1,0,44,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,getOptionSize,3,1,0,49,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,getOptionTexture,3,1,0,54,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,getBackTexture,3,1,0,59,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,AuctionTypeWidget,getHoverTexture,3,1,0,64,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,CategoryTabWidget,CategoryTabWidget,4,1,2,17,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,CategoryTabWidget,renderWidget,8,2,4,22,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,CategoryTabWidget,setSlotId,3,1,1,34,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,CategoryTabWidget,onClick,5,2,2,38,0,,
forkassn3,de.hysky.skyblocker.skyblock.auction.widgets,RarityWidget,RarityWidget,4,1,3,27,0,,
